greutatea_curenta,varsta_animalului,orele_de_activitate,grame_hrana_necesare
-1.2647962716526189,-0.9845728718191396,-0.7968029421954901,183.0
-0.42186120827759005,-1.437994754828642,1.5883882785954995,310.0
1.204676110613546,1.3732209198302732,0.6087561700563431,309.0
1.8614289148450613,-0.1986416079360022,-0.49865403959661647,309.0
-0.5446187417788078,-1.0450291228870732,-0.8393956425667577,209.0
0.44767132068936977,0.3454646516754009,-1.0097664440518284,213.0
-1.7946996245995426,0.6779740325490359,-0.03013433551267201,175.0
-0.0965537444993629,1.2523084176944057,-1.5208788485070406,162.0
0.45994707403949125,-1.0752572484210399,1.1624612748828227,328.0
0.16328303474488137,0.3756927772093676,-0.15791243662647494,254.0
-0.806501479914739,0.5268334048792017,-1.0949518447943638,176.0
-0.0024396354817624107,1.3732209198302732,-0.07272703588393972,215.0
-0.540526823995434,-1.5286791314305423,0.9069050726552168,295.0
1.5729487111171996,-1.226397876090874,1.4606101774816964,382.0
1.057367070412084,1.4034490453642399,0.9494977730264844,298.0
-0.8105933976981131,-1.0148009973531065,1.5883882785954995,290.0
-1.3936916818288976,-0.8938884952172391,1.0772758741402872,256.0
-1.5471385987054198,-1.7100478846343434,-1.1375445451656316,252.0
0.6133939909160135,0.7988865346849032,-1.0523591444230962,224.0
-1.3445886684284105,-0.380010361139803,0.01245836485859551,201.0
-1.7476425700907423,1.4336771708982066,-1.2653226462794345,136.0
-1.1461306559347748,0.9197990368207707,-0.20050513699774267,160.0
-0.08018607336586718,1.0709396644906048,-1.2653226462794345,189.0
0.8957363179688143,0.496605279345235,-0.8819883429380254,262.0
-0.6530545630382167,0.496605279345235,-1.1801372455368992,205.0
-0.11496737452454554,-1.407766629294675,-0.24309783736901036,256.0
1.2619629595807804,0.3756927772093676,0.5661634696850756,338.0
-0.8290070277232958,-0.7125197420134382,-1.5208788485070406,157.0
-0.19885168908371106,1.222080292160439,-0.7542102418242225,182.0
0.4292576906641871,-0.8334322441493054,0.3957926682000047,295.0
0.26148906154585605,-1.1659416250229406,0.6087561700563431,311.0
-0.5487106595621816,-1.5286791314305423,-1.4782861481357727,175.0
-0.814685315481487,0.9802552878887041,-1.2227299459081669,136.0
-0.9967756568416268,0.9197990368207707,0.48097806894254014,206.0
-0.46891826278639026,-1.6798197591003765,0.14023646597239883,397.0
-1.1604523681765837,1.6452740496359741,-0.7116175414529549,162.0
0.38833851283044724,-0.5009228632756705,-1.5208788485070406,247.0
0.5990722786742048,1.2523084176944057,-1.35050804702197,206.0
0.8118520034096487,-0.5613791143436039,-0.7968029421954901,277.0
-0.3502526470685464,-1.3775385037607082,0.3957926682000047,267.0
0.1857885825534382,-1.7402760101683101,-1.1375445451656316,334.0
-0.008577512156823534,0.4361490282773013,0.14023646597239883,260.0
-0.4300450438443377,-0.1986416079360022,-1.0523591444230962,187.0
0.732059606633857,0.7082021580830026,0.48097806894254014,268.0
